NOM ÉTABLISSEMENT,CATÉGORIES,TAGS,ADRESSE,VILLE,CP,RÉGION,Pays,Accroche,Description,COVER IMG,Logo,Web,Facebook,Instagram,Contact,Téléphone,
Ouest Fetish,Associations,,Rennes,Rennes,35000,Bretagne,France,,"Association fetish organisant soirées, apéros, etc.",,https://data.strobomag.com/assets/businesses/ouest-fetish/main.jpg,,https://www.facebook.com/Ouestfetish/,,ouestfetish@gmail.com,,
L'Embleme,Bars,,"24, rue d'Antrain, Rennes",Rennes,35000,Bretagne,France,,Bar with full range of alcoholic beverages,,0,https://www.l-embleme-bar.populus.org,,,,33299387188,
Moon Station,Bars,,"4 Rue Saint Thomas, Rennes",Rennes,35000,Bretagne,France,,Gay. Exclusively or almost exclusively gay men. Bar with full range of alcoholic beverages,,0,,,,,33299790069,
Charm & Fun,Boutiques,,"4 avenue Louis Barthou, Rennes",Rennes,35000,Bretagne,France,,"Also video rental, French and US brands.",,0,,,,,33299310272,
Le Batchi,Clubs,,"35 rue Vasselot, 35000 Rennes",Rennes,35000,Bretagne,France,,Gay and lesbian mixed crowd Bar with full range of alcoholic beverages,,0,https://www.batchi.com,,,,33299796227,
L'Espace,Clubs,,"45 Boulevard de la Tour d'Auvergne, 35000 Rennes",Rennes,35000,Bretagne,France,,Bar with full range of alcoholic beverages,,0,https://www.discotheque-espace.com,,,,33299302195,
Batchi,Clubs,,"34, Rue Vasselot, Rennes, 35000",Rennes,35000,Bretagne,France,,,,https://data.strobomag.com/assets/businesses/batchi/e77T_Q46mLZ.jpg,https://www.batchi.com,https://www.facebook.com/lebatchi,,infos@batchi.com,299796227,
Le Cosmos,Cruising,,"21, rue Saint-Malo, Rennes",Rennes,35000,Bretagne,France,,Gay. Exclusively or almost exclusively gay men. Air conditioning. Darkroom. Video shows.,,0,https://www.lecosmos.blog4ever.com,,,,33223211876,
CeGIDD Rennes,Santé & Prévention,,"2, rue Henri le Guilloux, Rennes, 35000",Rennes,35000,Bretagne,France,,,,https://data.strobomag.com/assets/businesses/cegidd-rennes/main.jpg,https://www.chu-rennes.fr/je-cherche/prise-en-charge-specifique/cegidd-centre-gratuit-de-depistage-452.html,,,,299284302,
Carré rouge sauna,Saunas,,"15 Rue de la Donelière, Rennes, 35000",Rennes,35000,Bretagne,France,,"Équipements : terrasse, fumoir extérieur, douches, cabines de douches, casier avec cadenas, vestiaires",,https://data.strobomag.com/assets/businesses/carre-rouge-sauna/main.jpg,https://www.saunacarrerouge.com,https://www.facebook.com/Sauna-Carré-Rouge-151484611728671,,saunacarrerouge@gmail.com,299366829,
California sauna,Saunas,,"7-9 rue de Léon, Rennes, 35000",Rennes,35000,Bretagne,France,,"Sauna strictement gay aux jours et horaires indiqués. -27 ans 10 €. Équipements : fumoir intérieur, douches, cabines de douches, casier avec cadenas, vestiaires.",,https://data.strobomag.com/assets/businesses/california-sauna/main.jpg,https://www.saunacalifornia.com,https://www.facebook.com/califmixte,,contact@saunacalifornia.com,33299315981,
Femmes entre elles,Associations,,"17, Rue de Gascogne, Rennes, 35011",Rennes,35011,Bretagne,France,,FEE propose des activités de convivialité et des actions militantes pour les femmes homosexuelles et bi de Bretagne et d'ailleurs,,https://data.strobomag.com/assets/businesses/femmes-entre-elles/main.jpg,https://www.femmesentreelles.fr,https://www.facebook.com/feerennes,,contact@femmesentreelles.fr,683053508,
COREVIH Bretagne,Santé & Prévention,,"Rue Henri Le Guilloux, Rennes, 35043",Rennes,35043,Bretagne,France,,Coordination régionale de Lutte contre l'infection au VIH,,https://data.strobomag.com/assets/businesses/corevih-bretagne/416yqKpqyqH.jpg,https://www.corevih-bretagne.fr,https://www.facebook.com/COREVIHBretagne,,corevih-bretagne-secretariat@chu-rennes.fr,299289875,
Centre de santé sexuelle Montfort sur Meu,Santé & Prévention,,"26, Boulevard Carnot, Montfort-sur-Meu, 35160",Montfort-sur-Meu,35160,Bretagne,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-montfort-sur-meu/main.jpg,https://www.ille-et-vilaine.fr/santesexuelle,,,,222936650,
Bay ouest gay guesthouse,Hébergements,,"Québriac, 35190",Québriac,35190,Bretagne,France,,,,https://data.strobomag.com/assets/businesses/bay-ouest-gay-guesthouse/MSJpV_t_3o-.jpg,https://www.bayouest.com,https://www.facebook.com/bayouestgaybretagne?fref=ts,,bayouest@gmail.com,299230723,
Centre de santé sexuelle Rennes,Santé & Prévention,,"16, Boulevard de Bulgarie, Rennes, 35200",Rennes,35200,Bretagne,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-rennes/main.jpg,https://www.chu-rennes.fr/je-cherche/prise-en-charge-specifique/centre-de-sante-sexuelle-planning-familial-451.html,,,,299265923,
Centre de santé sexuelle Champs Manceaux - Rennes,Santé & Prévention,,"15, Rue Louis et René Moine, Rennes, 35200",Rennes,35200,Bretagne,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-champs-manceaux-rennes/main.jpg,https://www.ille-et-vilaine.fr/santesexuelle,,,,299024888,
Centre de santé sexuelle Saint Aubin d'Aubigné,Santé & Prévention,,"1, Rue de l'Étang, Saint-Aubin-d'Aubigné, 35250",Saint-Aubin-d'Aubigné,35250,Bretagne,France,,Sur RDV,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-saint-aubin-daubigne/main.jpg,https://www.ille-et-vilaine.fr/santesexuelle,,,,299023777,
Plage du Verger,Visites & Tourisme,,"Cancale, 35260",Cancale,35260,Bretagne,France,,"Deux criques abritées à l'extrémité est de la plage du Verger. En venant de St Malo et en direction de Cancale, après la plage la Guimorais, suivre la route sur environ 2 km, tourner à gauche en suivant l'Anse du Verger et descendre jusqu'au parking, puis traverser toute la plage du Verger. La partie gay et naturiste est au bout de la plage après les rochers.",,https://data.strobomag.com/assets/businesses/plage-du-verger/main.jpg,,,,,,
Centre de santé sexuelle Combourg,Santé & Prévention,,"Square Émile Bohuon, Combourg, 35270",Combourg,35270,Bretagne,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-combourg/main.jpg,https://www.ille-et-vilaine.fr/santesexuelle,,,,290027700,
Centre de santé sexuelle Fougères,Santé & Prévention,,"88, Rue de la Forêt, Fougères, 35300",Fougères,35300,Bretagne,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-fougeres/main.jpg,https://www.ille-et-vilaine.fr/santesexuelle,,,,222936540,
Aux Anges,Bars,,"7, rue Godard, 35400 Saint-Malô",Saint-Malô,35400,Bretagne,France,,Gay. Exclusively or almost exclusively gay men. Video shows,,0,,,,,33299820120,
Sex Shop Saint Malo,Boutiques,,"4, rue Puits aux Braies, Saint Malo",Saint Malo,35400,Bretagne,France,,Video shows,,0,https://www.sexshop-saint-malo.fr,,,,33299560151,
CeGIDD Saint-Malo,Santé & Prévention,,"1, rue de la Marne, Saint-Malo, 35400",Saint-Malô,35400,Bretagne,France,,Consultations externes.,,https://data.strobomag.com/assets/businesses/cegidd-saint-malo/main.jpg,https://www.cht-ranceemeraude.fr/annuaire/fiche-service/items/centre-de-depistage-anonyme-et-gratuit-cdag.html,,,,299212757,
Centre de santé sexuelle Bain de Bretagne,Santé & Prévention,,"14, Rue de la Seine, Bain-de-Bretagne, 35470",Bain-de-Bretagne,35470,Bretagne,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-bain-de-bretagne/main.jpg,https://www.ille-et-vilaine.fr/santesexuelle,,,,290029330,
Centre de santé sexuelle Vitré,Santé & Prévention,,"6, Boulevard Irène Joliot-Curie, Vitré, 35500",Vitré,35500,Bretagne,France,,À côté du centre hospitalier.,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-vitre/main.jpg,https://www.ille-et-vilaine.fr/santesexuelle,,,,290029210,
Contact - Antenne Ille-et-Vilaine,Associations,,"6, Rue Saint-Martin, Rennes, 35700",Rennes,35700,Bretagne,France,,"Contact a pour objectifs :
 - d’aider les familles et ami·e·s à comprendre et à accepter l’orientation sexuelle et/ou l'identité de genre de leurs proches,
 - d'aider les personnes lesbiennes, gays, bi et trans à communiquer avec leurs parents et leur entourage en leur apportant la compréhension nécessaire pour s’accepter,
 - de lutter contre les discriminations et notamment celles dont peuvent être victimes les personnes lesbiennes, gays, bi et trans, ou considéré·e·s comme tel·le·s,
 - de prévenir du suicide et des conduites à risques liés à l’orientation sexuelle et/ou l'identité de genre.",,https://data.strobomag.com/assets/businesses/contact-antenne-ille-et-vilaine/kL4FmeuxXWC.jpg,https://www.asso-contact.org/asso/35,https://www.facebook.com/Association.Contact.Ille.et.Vilaine,,35@asso-contact.org,223303995,
GLS Rennes,Associations,,"10 rue François Menez, 35700 Rennes",Rennes,35700,Bretagne,France,,"GLS Rennes propose, depuis 2008, des créneaux sportifs ouverts à toutes et tous et plus particulièrement aux gays, lesbiennes, bis... dans le but de permettre à chacun de pratiquer son sport en toute transparence, dans une ambiance chaleureuse et conviviale. Nous accueillons des sportifs de tous niveaux et de tous les âges : des débutants aux sportifs confirmés.",,https://data.strobomag.com/assets/businesses/gls-rennes/main.jpg,https://www.glsrennes.net,https://www.facebook.com/glsrennes,,contact@glsrennes.net,,
Iskis - centre LGBTI+ de Rennes,Associations,,"6, Rue Saint-Martin, Rennes, 35700",Rennes,35700,Bretagne,France,,,,https://data.strobomag.com/assets/businesses/iskis-centre-lgbti-de-rennes/main.jpg,https://www.iskis.org,https://www.facebook.com/iskisrennes/,https://www.instagram.com/iskisrennes/,contact@iskis.org,299332608,
Ludiqueer,Associations,,"6, Rue Saint-Martin, Rennes, 35700",Rennes,35700,Bretagne,France,,Association inclusive ouverte à tou⋅te⋅s qui a pour but de faciliter l’accès aux jeux aux personnes minorisées en raison de leur orientation sexuelle ou leur identité de genre.,,https://data.strobomag.com/assets/businesses/ludiqueer/main.jpg,https://www.ludiqueer.org,https://www.facebook.com/ludiqueer,https://www.instagram.com/ludiqueer/,ludiqueer.rennes@gmail.com,,
REST - Réseau Santé Trans,Associations,,"6 Rue Saint-Martin, 35700 Rennes",Rennes,35700,Bretagne,France,,"Réseau de santé qui associe des personnes trans, des représant.es d’associations, et des professionnel.le.s de santé",,https://data.strobomag.com/assets/businesses/rest-reseau-sante-trans/main.jpg,https://www.reseausantetrans.wixsite.com/rest,https://www.facebook.com/Réseau-Santé-Trans-Rennes-477481772758513/,,,,
Centre de santé sexuelle Maurepas Patton - Rennes,Santé & Prévention,,"12 bis, Rue Guy Ropartz, Rennes, 35700",Rennes,35700,Bretagne,France,,Sur RDV,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-maurepas-patton-rennes/main.jpg,https://www.ille-et-vilaine.fr/santesexuelle,,,,290027777,
SOS homophobie - délégation Bretagne,Associations,,Rennes,Rennes,35706,Bretagne,France,,"Association nationale qui lutte contre la lesbophobie, la gayphobie, la biphobie, la transphobie et l'intersexophobie et milite pour l'égalité des droits.",,https://data.strobomag.com/assets/businesses/sos-homophobie-delegation-bretagne/dwRc8as5wQm.jpg,https://www.sos-homophobie.org,https://www.facebook.com/SOSHBREIZH/,,sos-bretagne@sos-homophobie.org,148064241,
Attrape-rêve,Bars,,"37, Rue Saint-Melaine, Rennes, 35706",Rennes,35706,Bretagne,France,,"Bar lesbien et friendly. Un univers pour tous et par tous, sous fond de musique, de bières artisanales, de vins biologiques et de planches de tapas (adaptées aux différentes saisons!).",,https://data.strobomag.com/assets/businesses/attrape-reve/main.jpg,,https://www.facebook.com/LAttrape-rêve-113616337058882,,,660528371,
CeGIDD Châteauroux,Santé & Prévention,,"216, avenue de Verdun, Pavillon 10, entrée A, 1er étage, Châteauroux, 36000",Châteauroux,36000,Centre‑Val de Loire,France,,,,https://data.strobomag.com/assets/businesses/cegidd-chateauroux/main.jpg,https://www.ch-chateauroux.fr/medecine-chirurgie-maternite/medecine-et-equipes-medicales-transversales/diabtetologie-rhumataologie-maladies-infectieuses-et-tropicales-endocrinologie,,,,254296408,
Centre de santé sexuelle Issoudun,Santé & Prévention,,"Pavillon Marie Curie, rez de chaussée, Avenue Jean Bonnefont, Issoudun, 36100",Issoudun,36100,Centre‑Val de Loire,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-issoudun/main.jpg,https://www.ch-issoudun.fr/presentation-des-services-specialites/services-de-consultations-retrocession/centre-promotion-sante-sexuelle,,,,254296094,
Centre de santé sexuelle Le Blanc,Santé & Prévention,,"Rue Pierre Milon, Le Blanc, 36300",Le Blanc,36300,Centre‑Val de Loire,France,,"Pavillon femme-mère-enfant, rez de chaussée.",,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-le-blanc/main.jpg,https://www.ch-chateauroux-leblanc.fr/offresoinslb/24/le-centre-de-planification-et-d-education-familiale,,,,254282840,
Aides Tours,Associations,,"310 Rue d'Entraigues, Tours, 37000",Tours,37000,Centre‑Val de Loire,France,,Permanence au local avec offre de dépistage chaque 2ème et 4ème mercredi du mois de 17h à 21h. Entrée gratuite,,https://data.strobomag.com/assets/businesses/aides-tours/main.jpg,https://www.aides.org,https://www.facebook.com/AIDEScentre,,frdasilva@aides.org,0247384318,
Centre LGBTI Touraine,Associations,,"11 bis, Rue des Tanneurs, Tours, 37000",Tours,37000,Centre‑Val de Loire,France,,,,https://data.strobomag.com/assets/businesses/centre-lgbti-touraine/main.jpg,https://www.centrelgbt-touraine.org,https://www.facebook.com/centrelgbtidetouraine/,,contact@centrelgbt-touraine.org,247542479,
D & J arc-en-ciel - Centre-Val de Loire-Poitiers-Tours,Associations,,Tours,Tours,37000,Centre‑Val de Loire,France,,Mouvement homosexuel chrétien,,https://data.strobomag.com/assets/businesses/d-j-arc-en-ciel-centre-val-de-loire-poitiers-tours/main.jpg,https://www.dj-arcenciel.org/articles/130043-centre-val-de-loire-poitiers-tours,,,poitierstours@dj-arcenciel.org,,
Grandir Trans,Associations,,"94, Rue du Sanitas, Tours, 37000",Tours,37000,Centre‑Val de Loire,France,,,,https://data.strobomag.com/assets/businesses/grandir-trans/main.jpg,https://www.grandirtrans.fr,https://www.facebook.com/GrandirTrans,,grandirtrans@gmail.com,,
Organisation de Solidarité Trans,Associations,,"8 rue Georges Delpérier, 37000 Tours",Tours,37000,Centre‑Val de Loire,France,,,,https://data.strobomag.com/assets/businesses/organisation-de-solidarite-trans/main.jpg,https://www.orgasolitrans.fr,https://www.facebook.com/OrgaSoliTrans/,https://www.instagram.com/orgasolitrans,organisationdesolidaritetrans@gmail.com,,
SOS homophobie - délégation Centre-Val-de-Loire,Associations,,Tours,Tours,37000,Centre‑Val de Loire,France,,"Association nationale qui lutte contre la lesbophobie, la gayphobie, la biphobie, la transphobie et l'intersexophobie et milite pour l'égalité des droits.",,https://data.strobomag.com/assets/businesses/sos-homophobie-delegation-centre-val-de-loire/dwRc8as5wQm.jpg,https://www.sos-homophobie.org,https://www.facebook.com/soshcentrevaldeloire,,sos-centre@sos-homophobie.org,148064241,
Tours'Angels,Associations,,"11 bis, Rue des Tanneurs, Tours, 37000",Tours,37000,Centre‑Val de Loire,France,,"Association de sports et loisirs LGBTI de Tours, Tours'Angels propose chaque mois des activités sportives, culturelles et de loisirs à une population majoritairement LGBTI.",,https://data.strobomag.com/assets/businesses/toursangels/main.jpg,https://www.toursangels.com,https://www.facebook.com/toursangels,,toursangels@gmail.com,678386249,
VIH Val de Loire,Associations,,"23 Rue François Arago, 37000 Tours",Tours,37000,Centre‑Val de Loire,France,,L'association VIH Val de Loire émane de la volonté de divers professionnels de santé d'agir et de réagir face aux difficultés que soulève l'infection par le VIH.,,https://data.strobomag.com/assets/businesses/vih-val-de-loire/main.jpg,https://www.vih-val-de-loire.webnode.fr,https://www.facebook.com/VIHValdeLoire,,,,
